,Name,Nationality,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Month,Year,Season,experience_dive,experience_discipline
228,Damiano Angoli,ITA,Male,CWT,0.0,50.0,WHITE,50.0,OK,Mixed Competition,5,2002,Spring,2,2
229,Claude Chapuis,FRA,Male,CWT,0.0,58.0,WHITE,58.0,OK,Pool Competition,5,2002,Spring,4,4
230,Eric Chapuis,FRA,Male,CWT,0.0,60.0,WHITE,60.0,OK,Pool Competition,5,2002,Spring,2,2
231,Delphine Marleux,FRA,Female,CWT,0.0,37.0,WHITE,37.0,OK,Pool Competition,5,2002,Spring,2,2
232,Christian Charras,FRA,Male,CWT,0.0,55.0,WHITE,55.0,OK,Pool Competition,5,2002,Spring,1,1
233,Francisco Gautier,POR,Male,CWT,0.0,50.0,WHITE,50.0,OK,Pool Competition,5,2002,Spring,1,1
234,Agnes Tresaieui,FRA,Female,CWT,0.0,41.0,WHITE,41.0,OK,Pool Competition,5,2002,Spring,1,1
235,Guillaume Néry,FRA,Male,CWT,0.0,70.0,WHITE,70.0,OK,Pool Competition,5,2002,Spring,1,1
236,Herbert Nitsch,AUT,Male,CWT,0.0,73.0,WHITE,73.0,OK,Competition,6,2002,Summer,3,3
237,Dieter Baumann,AUT,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,2,2
238,Olivier El-Daly,AUT,Male,CWT,0.0,22.0,WHITE,22.0,OK,Competition,6,2002,Summer,1,1
239,Harald Lautner,AUT,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
240,Elena Scherschneva,AUT,Female,CWT,0.0,27.0,WHITE,27.0,OK,Competition,6,2002,Summer,1,1
241,Rene Radinger,AUT,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
242,Philipp Oberrisser,AUT,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
243,Jaromir Foukal,AUT,Male,CWT,0.0,32.0,WHITE,32.0,OK,Competition,6,2002,Summer,1,1
244,Maria Weiss,AUT,Female,CWT,0.0,20.0,WHITE,20.0,OK,Competition,6,2002,Summer,1,1
245,Bill Strömberg,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,3,3
246,Bill Strömberg,SWE,Male,FIM,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,4,1
247,Timo Kinnunen,FIN,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
248,Mathias Lanner,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,2,2
249,Magnus Andersson,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
250,Magnus Andersson,SWE,Male,FIM,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,2,1
251,Dennis Ljungberg,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
252,Oskar Tiger,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
253,Christian Engelbrecht,DEN,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,6,2002,Summer,1,1
254,Christian Engelbrecht,DEN,Male,FIM,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,2,1
255,Lotta Ericson,SWE,Female,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
256,Lotta Ericson,SWE,Female,FIM,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,2,1
257,Elena Scherschneva,AUT,Female,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,2,2
258,Per Olsson,SWE,Male,CWT,0.0,38.0,WHITE,38.0,OK,Competition,6,2002,Summer,1,1
259,Jorgen Lind,SWE,Male,CWT,0.0,31.0,WHITE,31.0,OK,Competition,6,2002,Summer,1,1
260,Robert Storbacka,FIN,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
261,Georg Stromfelt,SWE,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,6,2002,Summer,1,1
262,Weine Gustavsson,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
263,Mikael Svard,SWE,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
264,Mattias Ahlén,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
265,Michael Pettersson,SWE,Male,CWT,0.0,20.0,WHITE,20.0,OK,Competition,6,2002,Summer,1,1
266,Martin Von Zweigbergk,SWE,Male,CWT,0.0,15.0,WHITE,15.0,OK,Competition,6,2002,Summer,1,1
267,Frank Linstedt,SWE,Male,CWT,0.0,26.0,WHITE,26.0,OK,Competition,6,2002,Summer,1,1
268,David Dahlgren,SWE,Male,CWT,0.0,20.0,WHITE,20.0,OK,Competition,6,2002,Summer,1,1
269,Johan Jonsson,SWE,Male,CWT,0.0,20.0,WHITE,20.0,OK,Competition,6,2002,Summer,1,1
270,Erik Milles,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
271,Sebastian Näslund,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
272,Peter Ols,SWE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,6,2002,Summer,1,1
273,Peter Lindholm,SWE,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
274,Christian Hobring,SWE,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,6,2002,Summer,1,1
275,Hanli Prinsloo,ZAF,Female,CWT,0.0,30.0,WHITE,30.0,OK,Competition,6,2002,Summer,1,1
276,Hëlio Medeiros,POR,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
277,Michael Leandro,POR,Male,CWT,0.0,28.0,WHITE,28.0,OK,Competition,7,2002,Summer,1,1
278,Francisco Gautier,POR,Male,CWT,0.0,45.0,WHITE,45.0,OK,Competition,7,2002,Summer,2,2
279,Victor Oliveira,POR,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,7,2002,Summer,1,1
280,Unknown,Unknown,Female,CWT,0.0,31.0,WHITE,31.0,OK,Competition,7,2002,Summer,3,3
281,Paulo Alves,POR,Male,CWT,0.0,34.0,WHITE,34.0,OK,Competition,7,2002,Summer,1,1
282,Miguel Aires,POR,Male,CWT,0.0,34.0,WHITE,34.0,OK,Competition,7,2002,Summer,1,1
283,Nuno Baltazar,POR,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,7,2002,Summer,1,1
284,Elsa Ferreira,POR,Female,CWT,0.0,10.0,WHITE,10.0,OK,Competition,7,2002,Summer,1,1
285,Patricia Branco,POR,Female,CWT,0.0,15.0,WHITE,15.0,OK,Competition,7,2002,Summer,1,1
286,Paulo Trinidade,POR,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,7,2002,Summer,1,1
287,Jean-Pol François,BEL,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,7,2002,Summer,3,3
288,Pascal Gerard,BEL,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
289,Isabelle Hermand,BEL,Female,CWT,0.0,27.0,WHITE,27.0,OK,Competition,7,2002,Summer,1,1
290,Nanja Van Den Broek,NED,Female,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
291,Nicolas Druine,BEL,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,7,2002,Summer,1,1
292,Johann Mols,BEL,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,7,2002,Summer,1,1
293,Cristophe Leschinski,GER,Male,CWT,0.0,41.0,WHITE,41.0,OK,Competition,7,2002,Summer,1,1
294,Raphaël Staquet,BEL,Male,CWT,0.0,45.0,WHITE,45.0,OK,Competition,7,2002,Summer,1,1
295,Jens Kapalczynski,GER,Male,CWT,0.0,34.0,WHITE,34.0,OK,Competition,7,2002,Summer,1,1
296,Desitter Philippe,BEL,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,7,2002,Summer,1,1
297,Richard Melin,BEL,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,7,2002,Summer,1,1
298,Eric Fidesser,BEL,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,7,2002,Summer,1,1
299,Phillippe Lambert,BEL,Male,CWT,0.0,33.0,WHITE,33.0,OK,Competition,7,2002,Summer,1,1
300,Fred Steegstra,NED,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
301,Samuel Stouvenaker,BEL,Male,CWT,0.0,33.0,WHITE,33.0,OK,Competition,7,2002,Summer,1,1
302,Bruno Taelman,BEL,Male,CWT,0.0,28.0,WHITE,28.0,OK,Competition,7,2002,Summer,1,1
303,Pierre Galére,BEL,Male,CWT,0.0,18.0,WHITE,18.0,OK,Competition,7,2002,Summer,1,1
304,Hervé Huens,BEL,Male,CWT,0.0,18.0,WHITE,18.0,OK,Competition,7,2002,Summer,1,1
305,Rik Rösken,NED,Male,CWT,0.0,20.0,WHITE,20.0,OK,Competition,7,2002,Summer,1,1
306,Elmar Masureel,BEL,Male,CWT,0.0,23.0,WHITE,23.0,OK,Competition,7,2002,Summer,1,1
307,Dirk Wouters,BEL,Male,CWT,0.0,17.0,WHITE,17.0,OK,Competition,7,2002,Summer,1,1
308,Hafid Ben Hayata,BEL,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,7,2002,Summer,1,1
309,Valérie Margérus,BEL,Female,CWT,0.0,18.0,WHITE,18.0,OK,Competition,7,2002,Summer,1,1
310,Marjorie Bohen,BEL,Female,CWT,0.0,15.0,WHITE,15.0,OK,Competition,7,2002,Summer,1,1
311,Véronique Peere,BEL,Female,CWT,0.0,18.0,WHITE,18.0,OK,Competition,7,2002,Summer,1,1
312,Jorg Jansen,NED,Male,CWT,0.0,26.0,WHITE,26.0,OK,Competition,7,2002,Summer,1,1
313,Fabrice Dubuisson,BEL,Male,CWT,0.0,24.0,WHITE,24.0,OK,Competition,7,2002,Summer,1,1
314,Manolis Giankos,GRE,Male,CWT,0.0,70.0,WHITE,70.0,OK,Competition,7,2002,Summer,3,3
315,Panagiotis Drikos,GRE,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,7,2002,Summer,1,1
316,Aggelos Grivas,GRE,Male,CWT,0.0,41.0,WHITE,41.0,OK,Competition,7,2002,Summer,1,1
317,Giorgos Georgas,GRE,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,7,2002,Summer,1,1
318,Markos Tiplalexis,GRE,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
319,Sakis Mpatsos,GRE,Male,CWT,0.0,53.0,WHITE,53.0,OK,Competition,7,2002,Summer,1,1
320,Lefteris Paraskevas,GRE,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,7,2002,Summer,1,1
321,Christos Giatsios,GRE,Male,CWT,0.0,43.0,WHITE,43.0,OK,Competition,7,2002,Summer,1,1
322,Ioannis Giannopuloi,GRE,Male,CWT,0.0,39.0,WHITE,39.0,OK,Competition,7,2002,Summer,1,1
323,Dimitris Lipantetzoglou,GRE,Male,CWT,0.0,47.0,WHITE,47.0,OK,Competition,7,2002,Summer,1,1
324,Giannis Magdalinos,GRE,Male,CWT,0.0,27.0,WHITE,27.0,OK,Competition,7,2002,Summer,1,1
325,Baggelis Papalexopoulos,GRE,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,7,2002,Summer,1,1
326,Giorgos Sampanis,GRE,Male,CWT,0.0,29.0,WHITE,29.0,OK,Competition,7,2002,Summer,1,1
327,Alexandros Tzannerakis,GRE,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,7,2002,Summer,1,1
328,Periandros Kritsiligos,GRE,Male,CWT,0.0,32.0,WHITE,32.0,OK,Competition,7,2002,Summer,1,1
329,Giannis Tzogias,GRE,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,7,2002,Summer,1,1
330,Michalis Vogas,GRE,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,7,2002,Summer,1,1
331,Sakis Tsonis,GRE,Male,CWT,0.0,51.0,WHITE,51.0,OK,Competition,7,2002,Summer,1,1
332,Herbert Nitsch,AUT,Male,FIM,0.0,92.0,WHITE,92.0,OK,Worldrecord attempt,7,2002,Summer,4,1
333,Stig Åvall Severinsen,DEN,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,8,2002,Summer,2,2
334,Lars Mou Andersen,DEN,Male,CWT,0.0,54.0,WHITE,54.0,OK,Competition,8,2002,Summer,1,1
335,Peter Pedersen,DEN,Male,CWT,0.0,38.0,WHITE,38.0,OK,Competition,8,2002,Summer,1,1
336,Peter Smed Jensen,DEN,Male,CWT,0.0,38.0,WHITE,38.0,OK,Competition,8,2002,Summer,1,1
337,Henning Larsen,DEN,Male,CWT,0.0,28.0,WHITE,28.0,OK,Competition,8,2002,Summer,1,1
338,Brian Lund Jensen,DEN,Male,CWT,0.0,50.0,WHITE,50.0,OK,Competition,8,2002,Summer,1,1
339,Jesper Juul Pedersen,DEN,Male,CWT,0.0,42.0,WHITE,42.0,OK,Competition,8,2002,Summer,1,1
340,Dennis Stello,DEN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,1,1
341,Christian Engelbrecht,DEN,Male,CWT,0.0,26.0,WHITE,26.0,OK,Competition,8,2002,Summer,3,2
342,Anne Hjerrild Ronning,DEN,Female,CWT,0.0,28.0,WHITE,28.0,OK,Competition,8,2002,Summer,1,1
343,Michal Pydo,POL,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,8,2002,Summer,1,1
344,Robert Cetler,POL,Male,CWT,0.0,45.0,WHITE,45.0,OK,Competition,8,2002,Summer,1,1
345,Przemyslaw Stasiak,POL,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,8,2002,Summer,1,1
346,Dariusz Wieckowski,POL,Male,CWT,0.0,31.0,WHITE,31.0,OK,Competition,8,2002,Summer,1,1
347,Przemyslaw Panas,POL,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,8,2002,Summer,1,1
348,Tomasz Nitka,POL,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,8,2002,Summer,1,1
349,Slawomir Skowronski,POL,Male,CWT,0.0,21.0,WHITE,21.0,OK,Competition,8,2002,Summer,1,1
350,Dariusz Grabowski,POL,Male,CWT,0.0,31.0,WHITE,31.0,OK,Competition,8,2002,Summer,1,1
351,Krzysztof Klosinski,POL,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,8,2002,Summer,1,1
352,Krzysztof Mierzecki,POL,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,1,1
353,Joanna Massacand,CHE,Female,CWT,0.0,34.0,WHITE,34.0,OK,Competition,8,2002,Summer,2,2
354,Joanna Massacand,CHE,Female,FIM,0.0,34.0,WHITE,34.0,OK,Competition,8,2002,Summer,3,1
355,Peter Weinmann,CHE,Male,FIM,0.0,57.0,WHITE,57.0,OK,Competition,8,2002,Summer,3,1
356,Peter Weinmann,CHE,Male,CWT,0.0,52.0,WHITE,52.0,OK,Competition,8,2002,Summer,4,3
357,Peter Colat,CHE,Male,FIM,0.0,37.0,WHITE,37.0,OK,Competition,8,2002,Summer,1,1
358,Karsten Schneider,GER,Male,FIM,0.0,51.0,WHITE,51.0,OK,Competition,8,2002,Summer,2,1
359,Andreas Falkenroth,GER,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,8,2002,Summer,1,1
360,Andreas Falkenroth,GER,Male,FIM,0.0,35.0,WHITE,35.0,OK,Competition,8,2002,Summer,2,1
361,Yann Matthey,CHE,Male,CWT,0.0,33.0,WHITE,33.0,OK,Competition,8,2002,Summer,1,1
362,Yann Matthey,CHE,Male,FIM,0.0,42.0,WHITE,42.0,OK,Competition,8,2002,Summer,2,1
363,Marco Melileo,ITA,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,8,2002,Summer,1,1
364,Marco Melileo,ITA,Male,FIM,0.0,38.0,WHITE,38.0,OK,Competition,8,2002,Summer,2,1
365,Olivier Enderli,CHE,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,8,2002,Summer,1,1
366,Olivier Enderli,CHE,Male,FIM,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,2,1
367,Beat Unger,CHE,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,8,2002,Summer,1,1
368,Beat Unger,CHE,Male,FIM,0.0,13.0,WHITE,13.0,OK,Competition,8,2002,Summer,2,1
369,Yannick Monney,CHE,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,1,1
370,Yannick Monney,CHE,Male,FIM,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,2,1
371,Igor Liberti,CHE,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,8,2002,Summer,1,1
372,Igor Liberti,CHE,Male,FIM,0.0,46.0,WHITE,46.0,OK,Competition,8,2002,Summer,2,1
373,Nicola Saporiti,ITA,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,8,2002,Summer,1,1
374,Nicola Saporiti,ITA,Male,FIM,0.0,31.0,WHITE,31.0,OK,Competition,8,2002,Summer,2,1
375,Christian Maldamé,FRA,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,1,1
376,Christian Maldamé,FRA,Male,FIM,0.0,30.0,WHITE,30.0,OK,Competition,8,2002,Summer,2,1
377,Guillaume Néry,FRA,Male,CWT,87.0,87.0,WHITE,87.0,OK,Worldrecord attempt,8,2002,Summer,2,2
378,Herbert Nitsch,AUT,Male,CWT,0.0,75.0,WHITE,75.0,OK,Competition,9,2002,Autumn,5,4
379,Bill Strömberg,SWE,Male,CWT,0.0,63.0,WHITE,63.0,OK,Competition,9,2002,Autumn,5,4
380,Lars Mou Andersen,DEN,Male,CWT,0.0,56.0,WHITE,56.0,OK,Competition,9,2002,Autumn,2,2
381,Karsten Schneider,GER,Male,CWT,0.0,60.0,WHITE,60.0,OK,Competition,9,2002,Autumn,3,2
382,Melitta Adany,CRO,Female,CWT,0.0,45.0,WHITE,45.0,OK,Competition,9,2002,Autumn,2,2
383,Zeljko Vedris,CRO,Male,CWT,0.0,62.0,WHITE,62.0,OK,Competition,9,2002,Autumn,2,2
384,Andreas Falkenroth,GER,Male,CWT,0.0,41.0,WHITE,41.0,OK,Competition,9,2002,Autumn,3,2
385,Jesper Juul Pedersen,DEN,Male,CWT,0.0,38.0,WHITE,38.0,OK,Competition,9,2002,Autumn,2,2
386,Minna Norgaard,DEN,Female,CWT,0.0,15.0,WHITE,15.0,OK,Competition,9,2002,Autumn,1,1
387,Ferenc Weinber,HUN,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,9,2002,Autumn,1,1
388,Marius Bebesel,GER,Male,CWT,0.0,36.0,WHITE,36.0,OK,Competition,9,2002,Autumn,1,1
389,Christian Redl,AUT,Male,CWT,0.0,27.0,WHITE,27.0,OK,Competition,9,2002,Autumn,1,1
390,András Munkás,HUN,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,9,2002,Autumn,1,1
391,Gyula Szelle,HUN,Male,CWT,0.0,37.0,WHITE,37.0,OK,Competition,9,2002,Autumn,1,1
392,Péter Halász,HUN,Male,CWT,0.0,20.0,WHITE,20.0,OK,Competition,9,2002,Autumn,1,1
393,Jaromir Foukal,AUT,Male,CWT,0.0,26.0,WHITE,26.0,OK,Competition,9,2002,Autumn,2,2
394,Emilia Biała,POL,Female,CWT,0.0,33.0,WHITE,33.0,OK,Competition,9,2002,Autumn,1,1
395,Karoline Meyer,BRA,Female,CWT,0.0,43.0,WHITE,43.0,OK,Competition,9,2002,Autumn,4,4
396,Elon Constantino De Aguiar Filho,BRA,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,9,2002,Autumn,2,2
397,Philipp Von Heydebreck,GER,Male,CWT,0.0,39.0,WHITE,39.0,OK,Competition,9,2002,Autumn,2,2
398,Alexandre Augusto Fraenker,BRA,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,9,2002,Autumn,2,2
399,Paulo Atherino,BRA,Male,CWT,0.0,31.0,WHITE,31.0,OK,Competition,9,2002,Autumn,1,1
400,Leonardo Farias,BRA,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,9,2002,Autumn,1,1
401,Silvia Hidalgo,BRA,Female,CWT,0.0,22.0,WHITE,22.0,OK,Competition,9,2002,Autumn,1,1
402,Vitor Lazera,BRA,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,9,2002,Autumn,1,1
403,Mandy-Rae Cruickshank/Krack,CAN,Female,CWT,0.0,40.0,WHITE,40.0,OK,Competition,9,2002,Autumn,3,3
404,Eric Fattah,CAN,Male,CWT,0.0,70.0,WHITE,70.0,OK,Competition,9,2002,Autumn,3,3
405,Tom Lightfoot,CAN,Male,CWT,0.0,65.0,WHITE,65.0,OK,Competition,9,2002,Autumn,3,3
406,Peter Scott,CAN,Male,CWT,0.0,35.0,WHITE,35.0,OK,Competition,9,2002,Autumn,1,1
407,Greg Fee,CAN,Male,CWT,0.0,23.0,WHITE,23.0,OK,Competition,9,2002,Autumn,3,3
408,Tyler Zetterstrom,CAN,Male,CWT,0.0,40.0,WHITE,40.0,OK,Competition,9,2002,Autumn,1,1
409,Tom Alberelli,CAN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,9,2002,Autumn,1,1
410,Chris Kearney,CAN,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,9,2002,Autumn,2,2
411,Diane Price,CAN,Female,CWT,0.0,30.0,WHITE,30.0,OK,Competition,9,2002,Autumn,2,2
412,Gord Lemon,CAN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,9,2002,Autumn,1,1
413,Doug Sitter,CAN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,9,2002,Autumn,1,1
414,Perry Gladstone,CAN,Male,CWT,0.0,25.0,WHITE,25.0,OK,Competition,9,2002,Autumn,2,2
415,Matthew Charlton,CAN,Male,CWT,0.0,27.0,WHITE,27.0,OK,Competition,9,2002,Autumn,1,1
417,Jade Leutenegger,CAN,Female,CWT,0.0,26.0,WHITE,26.0,OK,Competition,9,2002,Autumn,1,1
418,David Nesbitt,CAN,Male,CWT,0.0,15.0,WHITE,15.0,OK,Competition,9,2002,Autumn,1,1
419,Philippe Shink,CAN,Male,CWT,0.0,30.0,WHITE,30.0,OK,Competition,9,2002,Autumn,1,1
420,Dominique Ventzke,GER,Male,CWT,0.0,60.0,WHITE,60.0,OK,Mixed Competition,10,2002,Autumn,1,1
421,Jean-Pol François,BEL,Male,CWT,0.0,58.0,WHITE,58.0,OK,Mixed Competition,10,2002,Autumn,4,4
422,Stéphane Mifsud,FRA,Male,CWT,0.0,66.0,WHITE,66.0,OK,Mixed Competition,10,2002,Autumn,3,3
423,Jean-Michel Pardon,FRA,Male,CWT,0.0,70.0,WHITE,70.0,OK,Mixed Competition,10,2002,Autumn,4,4
424,Yoshiro Konno,JPN,Male,CWT,0.0,43.0,WHITE,43.0,OK,Mixed Competition,10,2002,Autumn,1,1
425,Bill Strömberg,SWE,Male,CWT,0.0,66.0,WHITE,66.0,OK,Mixed Competition,10,2002,Autumn,6,5
426,Pierre Frolla,MCO,Male,CWT,0.0,70.0,WHITE,70.0,OK,Mixed Competition,10,2002,Autumn,7,4
427,Brett Le Master,USA,Male,CWT,0.0,62.0,WHITE,62.0,OK,Mixed Competition,10,2002,Autumn,4,4
428,Stig Åvall Severinsen,DEN,Male,CWT,0.0,55.0,WHITE,55.0,OK,Mixed Competition,10,2002,Autumn,3,3
429,Brigitte Banegas,FRA,Female,CWT,0.0,45.0,WHITE,45.0,OK,Mixed Competition,10,2002,Autumn,3,3
430,Scott Campbell,USA,Male,CWT,0.0,46.0,WHITE,46.0,OK,Mixed Competition,10,2002,Autumn,1,1
431,Julia Petrik,RUS,Female,CWT,0.0,42.0,WHITE,42.0,OK,Mixed Competition,10,2002,Autumn,1,1
432,Sophie Passalaqua,FRA,Female,CWT,0.0,57.0,WHITE,57.0,OK,Mixed Competition,10,2002,Autumn,3,3
433,Mandy-Rae Cruickshank/Krack,CAN,Female,CWT,0.0,65.0,WHITE,65.0,OK,Mixed Competition,10,2002,Autumn,4,4
434,Carlos Coste,VEN,Male,CWT,0.0,70.0,WHITE,70.0,OK,Mixed Competition,10,2002,Autumn,3,3
435,Ronald Laurens,VEN,Male,CWT,0.0,70.0,WHITE,70.0,OK,Mixed Competition,10,2002,Autumn,2,2
436,Nestor Apercedo,VEN,Male,CWT,0.0,57.0,WHITE,57.0,OK,Mixed Competition,10,2002,Autumn,1,1
437,Isabelle Hermand,BEL,Female,CWT,0.0,34.0,WHITE,34.0,OK,Mixed Competition,10,2002,Autumn,2,2
438,Nicolas Druine,BEL,Male,CWT,0.0,40.0,WHITE,40.0,OK,Mixed Competition,10,2002,Autumn,2,2
439,Martin Stepanek,CZE,Male,CWT,0.0,70.0,WHITE,70.0,OK,Mixed Competition,10,2002,Autumn,3,2
440,Deron Verbeck,USA,Male,CWT,0.0,60.0,WHITE,60.0,OK,Mixed Competition,10,2002,Autumn,1,1
441,Karsten Schneider,GER,Male,CWT,0.0,45.0,WHITE,45.0,OK,Mixed Competition,10,2002,Autumn,4,3
442,Tanya Streeter,USA,Female,CWT,0.0,45.0,WHITE,45.0,OK,Mixed Competition,10,2002,Autumn,5,4
443,Tom Lightfoot,CAN,Male,CWT,0.0,65.0,WHITE,65.0,OK,Mixed Competition,10,2002,Autumn,4,4
444,Megumi Matsumoto,JPN,Female,CWT,0.0,50.0,WHITE,50.0,OK,Mixed Competition,10,2002,Autumn,3,3
445,Sascha Dench,AUS,Female,CWT,0.0,46.0,WHITE,46.0,OK,Mixed Competition,10,2002,Autumn,2,2
446,Pavel Kazankov,RUS,Male,CWT,0.0,33.0,WHITE,33.0,OK,Mixed Competition,10,2002,Autumn,1,1
447,Ryuzo Shinomiya,JPN,Male,CWT,0.0,61.0,WHITE,61.0,OK,Mixed Competition,10,2002,Autumn,1,1
448,Walter Steyn,AUS,Male,CWT,0.0,58.0,WHITE,58.0,OK,Mixed Competition,10,2002,Autumn,1,1
449,Peter Smed Jensen,DEN,Male,CWT,0.0,50.0,WHITE,50.0,OK,Mixed Competition,10,2002,Autumn,2,2
450,Raphaël Staquet,BEL,Male,CWT,0.0,52.0,WHITE,52.0,OK,Mixed Competition,10,2002,Autumn,2,2
451,Peter Pazdera,CAN,Male,CWT,0.0,42.0,WHITE,42.0,OK,Mixed Competition,10,2002,Autumn,2,2
452,Lee Donnelly,GBR,Male,CWT,0.0,64.0,WHITE,64.0,OK,Mixed Competition,10,2002,Autumn,1,1
453,Antony Judge,AUS,Male,CWT,0.0,51.0,WHITE,51.0,OK,Mixed Competition,10,2002,Autumn,1,1
454,Henning Larsen,DEN,Male,CWT,0.0,35.0,WHITE,35.0,OK,Mixed Competition,10,2002,Autumn,2,2
455,Hëlio Medeiros,POR,Male,CWT,0.0,34.0,WHITE,34.0,OK,Mixed Competition,10,2002,Autumn,2,2
456,Rodin Ohagan,GBR,Male,CWT,0.0,50.0,WHITE,50.0,OK,Mixed Competition,10,2002,Autumn,1,1
457,Philipp Von Heydebreck,GER,Male,CWT,0.0,45.0,WHITE,45.0,OK,Mixed Competition,10,2002,Autumn,3,3
